Nome_tribunal,Nome_orgao,Ano,Mes,Processos,Cod_ultima_classe,Nome_ultima_classe,Cod_assuntos,Nome_formato,Cod_orgao,Status,dias_antiguidade,descricao,Data
TSE,GABINETE STF3,2025,1,0600028-80.2018.6.00.0000,11541,REPRESENTACAO,11667,Eletronico,82601,Pendente,2571.0,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,2018-01-17
TSE,GABINETE STF2,2025,1,0600043-48.2024.6.17.0135,11549,RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82600,Pendente,116.0,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,2024-10-07
TSE,GABINETE JURISTA 2,2025,1,0600318-54.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82605,Pendente,90.0,Impugnacao ao Registro de Candidatura,2024-11-02
TSE,GABINETE JURISTA 2,2025,1,0600318-54.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82605,Pendente,90.0,Cargo - Prefeito,2024-11-02
TSE,GABINETE JURISTA 2,2025,1,0600318-54.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,14938,Eletronico,82605,Pendente,90.0,Inelegibilidade - Suspensao dos Direitos Politicos por Ato Doloso de Improbidade Administrativa,2024-11-02
TSE,GABINETE JURISTA 2,2025,1,0600318-54.2024.6.26.0229,11549,RECURSO ESPECIAL ELEITORAL,11645,Eletronico,82605,Pendente,90.0,Eleicoes - Eleicao Majoritaria,2024-11-02
TSE,GABINETE JURISTA 2,2025,1,0600196-50.2024.6.02.0054,11549,RECURSO ESPECIAL ELEITORAL,12638,Eletronico,82605,Pendente,53.0,Propaganda Politica - Propaganda Eleitoral - Impulsionamento,2024-12-09
TSE,GABINETE JURISTA 2,2025,1,0600196-50.2024.6.02.0054,11549,RECURSO ESPECIAL ELEITORAL,11679,Eletronico,82605,Pendente,53.0,Propaganda Politica - Propaganda Eleitoral - Internet,2024-12-09
TSE,GABINETE JURISTA 1,2025,1,0600446-71.2024.6.13.0056,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82604,Pendente,73.0,Impugnacao ao Registro de Candidatura,2024-11-19
TSE,GABINETE JURISTA 1,2025,1,0600446-71.2024.6.13.0056,11549,RECURSO ESPECIAL ELEITORAL,11753,Eletronico,82604,Pendente,73.0,Convencao Partidaria,2024-11-19
TSE,GABINETE JURISTA 1,2025,1,0600446-71.2024.6.13.0056,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82604,Pendente,73.0,Cargo - Vereador,2024-11-19
TSE,GABINETE JURISTA 1,2025,1,0600115-36.2024.6.14.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11761,Eletronico,82604,Pendente,128.0,Perda de Cargo Eletivo por Desfiliacao Partidaria,2024-09-25
TSE,GABINETE JURISTA 1,2025,1,0600115-36.2024.6.14.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82604,Pendente,128.0,Cargo - Vereador,2024-09-25
TSE,GABINETE STJ1,2025,1,0600471-27.2024.6.05.0050,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11680,Eletronico,82602,Pendente,50.0,Propaganda Politica - Propaganda Eleitoral - Omissao de Informacoes Obrigatorias,2024-12-12
TSE,GABINETE STJ1,2025,1,0600471-27.2024.6.05.0050,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12637,Eletronico,82602,Pendente,50.0,Propaganda Politica - Propaganda Eleitoral - Redes Sociais,2024-12-12
TSE,GABINETE STJ1,2025,1,0600471-27.2024.6.05.0050,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82602,Pendente,50.0,Cargo - Vereador,2024-12-12
TSE,GABINETE STF3,2025,1,0600008-26.2023.6.14.0000,11550,RECURSO ORDINARIO ELEITORAL,12064,Eletronico,82601,Pendente,294.0,Meios Processuais,2024-04-12
TSE,GABINETE STF3,2025,1,0600008-26.2023.6.14.0000,11550,RECURSO ORDINARIO ELEITORAL,11722,Eletronico,82601,Pendente,294.0,Corrupcao ou Fraude,2024-04-12
TSE,GABINETE STF3,2025,1,0600008-26.2023.6.14.0000,11550,RECURSO ORDINARIO ELEITORAL,11630,Eletronico,82601,Pendente,294.0,Cargo - Deputado Estadual,2024-04-12
TSE,GABINETE STF3,2025,1,0600008-26.2023.6.14.0000,11550,RECURSO ORDINARIO ELEITORAL,11719,Eletronico,82601,Pendente,294.0,Abuso - De Poder Politico/Autoridade,2024-04-12
TSE,GABINETE STF2,2025,1,sigiloso(615057965),11550,RECURSO ORDINARIO ELEITORAL,12064,Eletronico,82600,Pendente,331.0,Meios Processuais,2024-04-02
TSE,GABINETE STF2,2025,1,sigiloso(615057965),11550,RECURSO ORDINARIO ELEITORAL,11722,Eletronico,82600,Pendente,331.0,Corrupcao ou Fraude,2024-04-02
TSE,GABINETE STF2,2025,1,sigiloso(615057965),11550,RECURSO ORDINARIO ELEITORAL,11631,Eletronico,82600,Pendente,331.0,Cargo - Deputado Federal,2024-04-02
TSE,GABINETE STJ2,2025,1,0601045-15.2022.6.00.0000,12193,PRESTACAO DE CONTAS ELEITORAIS,11641,Eletronico,82603,Pendente,871.0,Cargo - Vice-Presidente da Republica,2022-09-13
TSE,GABINETE STJ2,2025,1,0601045-15.2022.6.00.0000,12193,PRESTACAO DE CONTAS ELEITORAIS,12046,Eletronico,82603,Pendente,871.0,Prestacao de Contas - De Candidato,2022-09-13
TSE,GABINETE STJ2,2025,1,0601045-15.2022.6.00.0000,12193,PRESTACAO DE CONTAS ELEITORAIS,11634,Eletronico,82603,Pendente,871.0,Cargo - Presidente da Republica,2022-09-13
TSE,GABINETE STF3,2025,1,0600413-10.2024.6.25.0004,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82601,Pendente,64.0,Cargo - Prefeito,2024-11-28
TSE,GABINETE STF3,2025,1,0600413-10.2024.6.25.0004,11549,RECURSO ESPECIAL ELEITORAL,12063,Eletronico,82601,Pendente,64.0,Conduta Vedada ao Agente Publico,2024-11-28
TSE,GABINETE STF2,2025,1,0600137-21.2024.6.16.0071,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82600,Pendente,125.0,Impugnacao ao Registro de Candidatura,2024-09-28
TSE,GABINETE STF2,2025,1,0600137-21.2024.6.16.0071,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82600,Pendente,125.0,Cargo - Prefeito,2024-09-28
TSE,GABINETE STF2,2025,1,0600137-21.2024.6.16.0071,11549,RECURSO ESPECIAL ELEITORAL,11645,Eletronico,82600,Pendente,125.0,Eleicoes - Eleicao Majoritaria,2024-09-28
TSE,GABINETE STF2,2025,1,0600137-21.2024.6.16.0071,11549,RECURSO ESPECIAL ELEITORAL,11598,Eletronico,82600,Pendente,125.0,Inelegibilidade - Condenacao Criminal por orgao colegiado ou Transitada em Julgado,2024-09-28
TSE,GABINETE STF2,2025,1,0600042-27.2024.6.16.0156,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82600,Pendente,75.0,Cargo - Prefeito,2024-11-17
TSE,GABINETE STF2,2025,1,0600042-27.2024.6.16.0156,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12063,Eletronico,82600,Pendente,75.0,Conduta Vedada ao Agente Publico,2024-11-17
TSE,GABINETE STF3,2025,1,0600224-02.2024.6.12.0034,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82601,Pendente,122.0,Impugnacao ao Registro de Candidatura,2024-10-01
TSE,GABINETE STF3,2025,1,0600224-02.2024.6.12.0034,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82601,Pendente,122.0,Cargo - Prefeito,2024-10-01
TSE,GABINETE STF3,2025,1,0600224-02.2024.6.12.0034,11549,RECURSO ESPECIAL ELEITORAL,11595,Eletronico,82601,Pendente,122.0,Inelegibilidade,2024-10-01
TSE,GABINETE STF3,2025,1,0600224-02.2024.6.12.0034,11549,RECURSO ESPECIAL ELEITORAL,11645,Eletronico,82601,Pendente,122.0,Eleicoes - Eleicao Majoritaria,2024-10-01
TSE,GABINETE STJ1,2025,1,0600242-61.2024.6.00.0000,11551,CONSULTA,12064,Eletronico,82602,Pendente,291.0,Meios Processuais,2024-04-15
TSE,GABINETE STF3,2025,1,0600409-83.2021.6.00.0000,12377,PRESTACAO DE CONTAS ANUAL,12048,Eletronico,82601,Pendente,1267.0,Prestacao de Contas - De Exercicio Financeiro,2021-08-13
TSE,GABINETE STF3,2025,1,0613713-47.2024.6.00.0000,12375,RECLAMACAO,11616,Eletronico,82601,Pendente,32.0,Impugnacao ao Registro de Candidatura,2024-12-30
TSE,GABINETE STF3,2025,1,0613713-47.2024.6.00.0000,12375,RECLAMACAO,11633,Eletronico,82601,Pendente,32.0,Cargo - Prefeito,2024-12-30
TSE,GABINETE STF3,2025,1,0613713-47.2024.6.00.0000,12375,RECLAMACAO,11627,Eletronico,82601,Pendente,32.0,Registro de Candidatura - Substituicao de Candidato - Por Renuncia,2024-12-30
TSE,GABINETE STF3,2025,1,0613713-47.2024.6.00.0000,12375,RECLAMACAO,11645,Eletronico,82601,Pendente,32.0,Eleicoes - Eleicao Majoritaria,2024-12-30
TSE,GABINETE STJ1,2025,1,0600098-98.2024.6.26.0409,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11640,Eletronico,82602,Pendente,75.0,Cargo - Vice-Prefeito,2024-11-17
TSE,GABINETE STJ1,2025,1,0600098-98.2024.6.26.0409,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82602,Pendente,75.0,Cargo - Prefeito,2024-11-17
TSE,GABINETE STJ1,2025,1,0600098-98.2024.6.26.0409,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11657,Eletronico,82602,Pendente,75.0,Propaganda Politica - Propaganda Eleitoral - Bem Particular de Uso Comum,2024-11-17
TSE,GABINETE STF2,2025,1,0600224-16.2019.6.00.0000,11531,PRESTACAO DE CONTAS,12048,Eletronico,82600,Pendente,2106.0,Prestacao de Contas - De Exercicio Financeiro,2019-04-27
TSE,GABINETE STJ1,2025,1,0600446-11.2020.6.26.0166,11549,RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82602,Pendente,836.0,Meios Processuais,2022-10-18
TSE,GABINETE STJ1,2025,1,0600446-11.2020.6.26.0166,11549,RECURSO ESPECIAL ELEITORAL,11640,Eletronico,82602,Pendente,836.0,Cargo - Vice-Prefeito,2022-10-18
TSE,GABINETE STJ1,2025,1,0600446-11.2020.6.26.0166,11549,RECURSO ESPECIAL ELEITORAL,11720,Eletronico,82602,Pendente,836.0,Abuso - Uso Indevido de Meio de Comunicacao Social,2022-10-18
TSE,GABINETE STJ1,2025,1,0600446-11.2020.6.26.0166,11549,RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82602,Pendente,836.0,Cargo - Prefeito,2022-10-18
TSE,GABINETE STJ1,2025,1,0600446-11.2020.6.26.0166,11549,RECURSO ESPECIAL ELEITORAL,11718,Eletronico,82602,Pendente,836.0,Abuso - De Poder Economico,2022-10-18
TSE,GABINETE STF3,2025,1,0600035-93.2022.6.08.0005,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12069,Eletronico,82601,Pendente,450.0,Prestacao de Contas - de Partido Politico,2023-11-08
TSE,GABINETE STF3,2025,1,0600035-93.2022.6.08.0005,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82601,Pendente,450.0,Contas - Desaprovacao/Rejeicao das Contas,2023-11-08
TSE,GABINETE STJ2,2025,1,0601644-56.2022.6.07.0000,11549,RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82603,Pendente,106.0,Contas - Desaprovacao/Rejeicao das Contas,2024-10-17
TSE,GABINETE STJ2,2025,1,0601644-56.2022.6.07.0000,11549,RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82603,Pendente,106.0,Prestacao de Contas - De Candidato,2024-10-17
TSE,GABINETE STJ2,2025,1,0601644-56.2022.6.07.0000,11549,RECURSO ESPECIAL ELEITORAL,11631,Eletronico,82603,Pendente,106.0,Cargo - Deputado Federal,2024-10-17
TSE,GABINETE STF1,2025,1,0601659-47.2018.6.22.0000,156,CUMPRIMENTO DE SENTENCA,12366,Eletronico,82599,Pendente,2185.0,Execucao - Cumprimento de Sentenca,2024-12-19
TSE,GABINETE STF1,2025,1,0601659-47.2018.6.22.0000,156,CUMPRIMENTO DE SENTENCA,11679,Eletronico,82599,Pendente,2185.0,Propaganda Politica - Propaganda Eleitoral - Internet,2024-12-19
TSE,GABINETE STF3,2025,1,0613224-10.2024.6.00.0000,120,MANDADO DE SEGURANCA CAVEL,11567,Eletronico,82601,Pendente,164.0,Concurso Publico,2024-08-20
TSE,GABINETE STJ2,2025,1,0601077-45.2020.6.09.0095,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11640,Eletronico,82603,Pendente,144.0,Cargo - Vice-Prefeito,2024-09-09
TSE,GABINETE STJ2,2025,1,0601077-45.2020.6.09.0095,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82603,Pendente,144.0,Cargo - Prefeito,2024-09-09
TSE,GABINETE STJ2,2025,1,0601077-45.2020.6.09.0095,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12612,Eletronico,82603,Pendente,144.0,COVID-19,2024-09-09
TSE,GABINETE STJ2,2025,1,0601077-45.2020.6.09.0095,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12366,Eletronico,82603,Pendente,144.0,Execucao - Cumprimento de Sentenca,2024-09-09
TSE,GABINETE JURISTA 2,2025,1,0600323-90.2024.6.15.0000,1344,RECURSO EM HABEAS CORPUS,11704,Eletronico,82605,Pendente,71.0,Habeas Corpus - Liberatorio,2024-11-21
TSE,GABINETE JURISTA 2,2025,1,0600323-90.2024.6.15.0000,1344,RECURSO EM HABEAS CORPUS,11502,Eletronico,82605,Pendente,71.0,Coacao Visando a Obtencao de Voto ou a sua Abstencao,2024-11-21
TSE,GABINETE JURISTA 2,2025,1,0600323-90.2024.6.15.0000,1344,RECURSO EM HABEAS CORPUS,11638,Eletronico,82605,Pendente,71.0,Cargo - Vereador,2024-11-21
TSE,GABINETE JURISTA 2,2025,1,0600323-90.2024.6.15.0000,1344,RECURSO EM HABEAS CORPUS,11735,Eletronico,82605,Pendente,71.0,Cautelar Inominada - De Busca e Apreensao,2024-11-21
TSE,GABINETE STF2,2025,1,0603411-42.2022.6.21.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82600,Pendente,178.0,Contas - Desaprovacao/Rejeicao das Contas,2024-08-06
TSE,GABINETE STF2,2025,1,0603411-42.2022.6.21.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82600,Pendente,178.0,Prestacao de Contas - De Candidato,2024-08-06
TSE,GABINETE STF2,2025,1,0603411-42.2022.6.21.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11630,Eletronico,82600,Pendente,178.0,Cargo - Deputado Estadual,2024-08-06
TSE,GABINETE JURISTA 1,2025,1,0600110-73.2024.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82604,Pendente,305.0,Contas - Desaprovacao/Rejeicao das Contas,2024-04-01
TSE,GABINETE JURISTA 1,2025,1,0600110-73.2024.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12645,Eletronico,82604,Pendente,305.0,Autos Suplementares,2024-04-01
TSE,GABINETE JURISTA 1,2025,1,0600110-73.2024.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12069,Eletronico,82604,Pendente,305.0,Prestacao de Contas - de Partido Politico,2024-04-01
TSE,GABINETE JURISTA 1,2025,1,0600110-73.2024.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12366,Eletronico,82604,Pendente,305.0,Execucao - Cumprimento de Sentenca,2024-04-01
TSE,GABINETE JURISTA 2,2025,1,0600001-63.2021.6.13.0022,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11640,Eletronico,82605,Pendente,423.0,Cargo - Vice-Prefeito,2023-12-05
TSE,GABINETE JURISTA 2,2025,1,0600001-63.2021.6.13.0022,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82605,Pendente,423.0,Meios Processuais,2023-12-05
TSE,GABINETE JURISTA 2,2025,1,0600001-63.2021.6.13.0022,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82605,Pendente,423.0,Cargo - Prefeito,2023-12-05
TSE,GABINETE JURISTA 2,2025,1,0600001-63.2021.6.13.0022,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11718,Eletronico,82605,Pendente,423.0,Abuso - De Poder Economico,2023-12-05
TSE,GABINETE JURISTA 2,2025,1,0600001-63.2021.6.13.0022,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12063,Eletronico,82605,Pendente,423.0,Conduta Vedada ao Agente Publico,2023-12-05
TSE,GABINETE JURISTA 2,2025,1,0600001-63.2021.6.13.0022,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11719,Eletronico,82605,Pendente,423.0,Abuso - De Poder Politico/Autoridade,2023-12-05
TSE,GABINETE STF3,2025,1,0600883-63.2022.6.02.0000,11549,RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82601,Pendente,736.0,Meios Processuais,2023-01-26
TSE,GABINETE STF3,2025,1,0600883-63.2022.6.02.0000,11549,RECURSO ESPECIAL ELEITORAL,11637,Eletronico,82601,Pendente,736.0,Cargo - Senador,2023-01-26
TSE,GABINETE STF3,2025,1,0600883-63.2022.6.02.0000,11549,RECURSO ESPECIAL ELEITORAL,11679,Eletronico,82601,Pendente,736.0,Propaganda Politica - Propaganda Eleitoral - Internet,2023-01-26
TSE,GABINETE STJ1,2025,1,0601711-63.2022.6.27.0000,1347,RECURSO EM MANDADO DE SEGURANCA,12064,Eletronico,82602,Pendente,714.0,Meios Processuais,2023-02-17
TSE,GABINETE STJ1,2025,1,0601711-63.2022.6.27.0000,1347,RECURSO EM MANDADO DE SEGURANCA,11714,Eletronico,82602,Pendente,714.0,Apuracao/Totalizacao de Votos,2023-02-17
TSE,GABINETE STJ1,2025,1,0601711-63.2022.6.27.0000,1347,RECURSO EM MANDADO DE SEGURANCA,11631,Eletronico,82602,Pendente,714.0,Cargo - Deputado Federal,2023-02-17
TSE,GABINETE STF2,2025,1,0600497-47.2024.6.26.0080,11549,RECURSO ESPECIAL ELEITORAL,11616,Eletronico,82600,Pendente,126.0,Impugnacao ao Registro de Candidatura,2024-09-27
TSE,GABINETE STF2,2025,1,0600497-47.2024.6.26.0080,11549,RECURSO ESPECIAL ELEITORAL,11613,Eletronico,82600,Pendente,126.0,Nome do Candidato - Variacao Nominal,2024-09-27
TSE,GABINETE STF2,2025,1,0600497-47.2024.6.26.0080,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82600,Pendente,126.0,Cargo - Vereador,2024-09-27
TSE,GABINETE STF3,2025,1,0600068-40.2024.6.05.0056,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11633,Eletronico,82601,Pendente,82.0,Cargo - Prefeito,2024-11-10
TSE,GABINETE STF3,2025,1,0600068-40.2024.6.05.0056,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12063,Eletronico,82601,Pendente,82.0,Conduta Vedada ao Agente Publico,2024-11-10
TSE,GABINETE JURISTA 1,2025,1,0600058-49.2024.6.02.0033,11549,RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82604,Pendente,144.0,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,2024-09-09
TSE,GABINETE STJ1,2025,1,0600197-18.2024.6.01.0004,11549,RECURSO ESPECIAL ELEITORAL,11765,Eletronico,82602,Pendente,102.0,Dissolucao de Orgao de Direcao Partidaria,2024-10-21
TSE,GABINETE STJ1,2025,1,0600197-18.2024.6.01.0004,11549,RECURSO ESPECIAL ELEITORAL,11767,Eletronico,82602,Pendente,102.0,Partido Politico - Orgao de Direcao Municipal,2024-10-21
TSE,GABINETE STF3,2025,1,0600679-39.2023.6.00.0000,1348,RECURSO EXTRAORDINARIO,11697,Eletronico,82601,Pendente,436.0,Contas - Desaprovacao/Rejeicao das Contas,2023-11-22
TSE,GABINETE STF3,2025,1,0600679-39.2023.6.00.0000,1348,RECURSO EXTRAORDINARIO,12046,Eletronico,82601,Pendente,436.0,Prestacao de Contas - De Candidato,2023-11-22
TSE,GABINETE STF3,2025,1,0600679-39.2023.6.00.0000,1348,RECURSO EXTRAORDINARIO,11630,Eletronico,82601,Pendente,436.0,Cargo - Deputado Estadual,2023-11-22
TSE,GABINETE JURISTA 2,2025,1,0600012-49.2024.6.06.0033,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82605,Pendente,186.0,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,2024-07-29
TSE,GABINETE STF1,2025,1,0601652-82.2020.6.04.0001,11549,RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82599,Pendente,528.0,Meios Processuais,2023-08-22
TSE,GABINETE STF1,2025,1,0601652-82.2020.6.04.0001,11549,RECURSO ESPECIAL ELEITORAL,11722,Eletronico,82599,Pendente,528.0,Corrupcao ou Fraude,2023-08-22
TSE,GABINETE STF1,2025,1,0601652-82.2020.6.04.0001,11549,RECURSO ESPECIAL ELEITORAL,12597,Eletronico,82599,Pendente,528.0,Candidatura Ficticia,2023-08-22
TSE,GABINETE STF1,2025,1,0601652-82.2020.6.04.0001,11549,RECURSO ESPECIAL ELEITORAL,14941,Eletronico,82599,Pendente,528.0,Percentual de Genero,2023-08-22
TSE,GABINETE STF1,2025,1,0601652-82.2020.6.04.0001,11549,RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82599,Pendente,528.0,Cargo - Vereador,2023-08-22
TSE,GABINETE STJ1,2025,1,0604051-25.2018.6.16.0000,11550,RECURSO ORDINARIO ELEITORAL,11632,Eletronico,82602,Pendente,1712.0,Cargo - Governador,2020-05-25
TSE,GABINETE STJ1,2025,1,0604051-25.2018.6.16.0000,11550,RECURSO ORDINARIO ELEITORAL,12064,Eletronico,82602,Pendente,1712.0,Meios Processuais,2020-05-25
TSE,GABINETE STJ1,2025,1,0604051-25.2018.6.16.0000,11550,RECURSO ORDINARIO ELEITORAL,11721,Eletronico,82602,Pendente,1712.0,Captacao Ilicita de Sufragio,2020-05-25
TSE,GABINETE STJ1,2025,1,0604051-25.2018.6.16.0000,11550,RECURSO ORDINARIO ELEITORAL,11630,Eletronico,82602,Pendente,1712.0,Cargo - Deputado Estadual,2020-05-25
TSE,GABINETE STJ1,2025,1,0604051-25.2018.6.16.0000,11550,RECURSO ORDINARIO ELEITORAL,11631,Eletronico,82602,Pendente,1712.0,Cargo - Deputado Federal,2020-05-25
TSE,GABINETE JURISTA 1,2025,1,0600123-78.2024.6.02.0054,11549,RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82604,Pendente,53.0,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,2024-12-09
TSE,GABINETE JURISTA 1,2025,1,0601807-46.2022.6.21.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11760,Eletronico,82604,Pendente,801.0,Justificacao de Desfiliacao Partidaria,2022-11-22
TSE,GABINETE JURISTA 1,2025,1,0601807-46.2022.6.21.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82604,Pendente,801.0,Cargo - Vereador,2022-11-22
TSE,GABINETE STF2,2025,1,0600872-69.2020.6.26.0183,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11697,Eletronico,82600,Pendente,561.0,Contas - Desaprovacao/Rejeicao das Contas,2023-07-20
TSE,GABINETE STF2,2025,1,0600872-69.2020.6.26.0183,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82600,Pendente,561.0,Prestacao de Contas - De Candidato,2023-07-20
TSE,GABINETE STF2,2025,1,0600872-69.2020.6.26.0183,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11638,Eletronico,82600,Pendente,561.0,Cargo - Vereador,2023-07-20
TSE,GABINETE STF2,2025,1,sigiloso(410859499),12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82600,Pendente,505.0,Meios Processuais,2023-09-14
TSE,GABINETE STF2,2025,1,sigiloso(410859499),12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11778,Eletronico,82600,Pendente,505.0,Requerimento,2023-09-14
TSE,GABINETE STJ2,2025,1,0600020-55.2024.6.26.0296,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11667,Eletronico,82603,Pendente,126.0,Propaganda Politica - Propaganda Eleitoral - Extemporanea/Antecipada,2024-09-27
TSE,GABINETE STF3,2025,1,0604457-28.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12064,Eletronico,82601,Pendente,835.0,Meios Processuais,2022-10-19
TSE,GABINETE STF3,2025,1,0604457-28.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11632,Eletronico,82601,Pendente,835.0,Cargo - Governador,2022-10-19
TSE,GABINETE STF3,2025,1,0604457-28.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11680,Eletronico,82601,Pendente,835.0,Propaganda Politica - Propaganda Eleitoral - Omissao de Informacoes Obrigatorias,2022-10-19
TSE,GABINETE STF3,2025,1,0604457-28.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12637,Eletronico,82601,Pendente,835.0,Propaganda Politica - Propaganda Eleitoral - Redes Sociais,2022-10-19
TSE,GABINETE STF3,2025,1,0604457-28.2022.6.26.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11679,Eletronico,82601,Pendente,835.0,Propaganda Politica - Propaganda Eleitoral - Internet,2022-10-19
TSE,GABINETE STF3,2025,1,0600003-23.2025.6.00.0000,307,HABEAS CORPUS CRIMINAL,11633,Eletronico,82601,Pendente,18.0,Cargo - Prefeito,2025-01-13
TSE,GABINETE STF3,2025,1,0600003-23.2025.6.00.0000,307,HABEAS CORPUS CRIMINAL,11559,Eletronico,82601,Pendente,18.0,Improbidade Administrativa,2025-01-13
TSE,GABINETE STF2,2025,1,0604684-13.2022.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11696,Eletronico,82600,Pendente,647.0,Contas - Aprovacao das Contas com Ressalvas,2023-04-25
TSE,GABINETE STF2,2025,1,0604684-13.2022.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,12046,Eletronico,82600,Pendente,647.0,Prestacao de Contas - De Candidato,2023-04-25
TSE,GABINETE STF2,2025,1,0604684-13.2022.6.19.0000,12626,AGRAVO EM RECURSO ESPECIAL ELEITORAL,11630,Eletronico,82600,Pendente,647.0,Cargo - Deputado Estadual,2023-04-25
TSE,GABINETE STF3,2025,1,0600858-07.2022.6.00.0000,11541,REPRESENTACAO,12635,Eletronico,82601,Pendente,891.0,Propaganda Politica - Propaganda Eleitoral - Divulgacao de Noticia  Sabidamente Falsa,2022-08-24
TSE,GABINETE STF3,2025,1,0600858-07.2022.6.00.0000,11541,REPRESENTACAO,11679,Eletronico,82601,Pendente,891.0,Propaganda Politica - Propaganda Eleitoral - Internet,2022-08-24
